test,Z1,Z2,is_positive_sentiment,sentiment_certainty,stars,n_words,useful,useful_discrete,n_fans,n_reviews
1,0,0,1.0,0.9991360306739808,5,58,1,1,2,30
1,0,0,1.0,0.9998364448547364,4,40,0,0,0,21
0,1,1,1.0,0.998165726661682,5,65,2,1,0,22
0,1,1,1.0,0.9944072961807252,5,78,0,0,6,96
1,0,0,1.0,0.9994869828224182,5,123,0,0,0,8
0,1,1,1.0,0.9998592138290404,4,56,0,0,0,3
1,0,0,1.0,0.8027300238609314,4,124,1,1,1,8
1,0,0,1.0,0.9993777275085448,5,32,0,0,3,66
1,0,0,0.0,0.9994292259216307,1,81,0,0,2,202
1,0,0,0.0,0.9992930293083192,1,114,0,0,0,10
1,1,1,1.0,0.9998701214790344,5,28,1,1,4,95
1,1,1,1.0,0.9998745918273926,5,26,0,0,0,38
1,1,1,1.0,0.7367442846298218,5,202,1,1,0,12
1,0,0,0.0,0.8625741600990295,5,34,0,0,0,14
1,0,0,1.0,0.999862790107727,4,21,0,0,6,74
1,1,1,0.0,0.996901035308838,1,54,1,1,1,45
1,0,0,0.0,0.9883257150650024,3,278,0,0,3,11
1,0,0,1.0,0.9978406429290771,5,91,0,0,0,5
0,1,1,1.0,0.9910879135131836,2,55,0,0,0,18
1,0,0,1.0,0.9975955486297609,4,92,0,0,1,76
0,0,0,1.0,0.9986532926559448,5,112,2,1,7,239
1,0,0,0.0,0.9799334406852722,4,243,1,1,17,242
0,1,1,1.0,0.9998674988746644,5,47,0,0,0,35
0,1,1,1.0,0.9998788237571716,5,22,0,0,1,7
1,0,0,1.0,0.9998210668563844,4,41,1,1,2,37
1,0,0,1.0,0.9992998242378236,4,262,1,1,9,116
1,0,0,1.0,0.9597019553184508,4,97,0,0,0,29
0,1,1,0.0,0.9976922869682312,2,92,0,0,0,10
1,1,1,0.0,0.9977321028709412,2,211,0,0,2,20
1,1,0,1.0,0.9906768798828124,4,225,1,1,6,164
1,0,0,1.0,0.9975869655609132,5,144,2,1,5,56
0,1,1,1.0,0.9996571540832521,5,130,1,1,7,115
1,0,0,0.0,0.9973849058151244,2,73,0,0,5,27
1,0,0,0.0,0.9764931201934814,3,168,0,0,0,12
0,1,1,0.0,0.9813861846923828,1,111,2,1,0,46
1,1,1,0.0,0.9997571110725404,1,120,1,1,8,43
1,0,0,0.0,0.9997130632400512,1,55,0,0,0,3
1,0,0,0.0,0.9997585415840148,1,63,1,1,0,7
0,1,1,0.0,0.9595642685890198,5,23,0,0,0,11
1,0,0,0.0,0.9891515374183656,3,35,0,0,0,16
1,0,0,1.0,0.99875408411026,4,251,0,0,73,846
0,1,1,1.0,0.9994775056838988,4,82,0,0,4,60
0,1,1,1.0,0.9983590245246888,4,48,0,0,9,231
1,0,0,1.0,0.999074399471283,4,174,0,0,0,45
1,0,0,0.0,0.9987809658050536,1,139,1,1,0,4
0,1,1,0.0,0.9931613802909852,2,160,0,0,1,6
0,1,1,1.0,0.9998459219932556,5,44,0,0,4,305
1,1,0,1.0,0.9982465505599976,4,307,2,1,33,400
0,1,1,0.0,0.9843010902404784,3,157,0,0,0,27
1,1,0,0.0,0.9953106641769408,2,480,2,1,18,269
1,0,0,1.0,0.999858856201172,5,14,0,0,0,3
1,1,1,1.0,0.9997666478157043,5,68,0,0,0,2
1,1,0,1.0,0.9922922253608704,4,363,3,1,49,678
0,1,1,0.0,0.9941888451576232,1,40,0,0,0,67
0,1,0,1.0,0.965307354927063,4,480,6,1,60,218
1,1,0,0.0,0.9996551871299744,1,418,2,1,4,18
1,0,0,0.0,0.570198655128479,3,171,1,1,0,38
1,0,0,1.0,0.989948272705078,4,205,1,1,0,5
1,1,0,1.0,0.9871010780334472,4,318,3,1,12,288
1,1,1,0.0,0.9987871050834656,2,202,0,0,0,24
1,0,0,1.0,0.9935884475708008,5,197,0,0,27,151
1,0,0,1.0,0.9967986941337584,4,196,0,0,24,436
0,1,1,0.0,0.9996798634529114,2,77,0,0,0,14
1,0,0,0.0,0.7723770737648009,4,49,0,0,0,14
1,0,0,1.0,0.999444842338562,5,117,1,1,1,66
1,0,0,1.0,0.9992479681968688,3,73,0,0,0,5
0,1,1,0.0,0.9136778116226196,2,118,0,0,0,11
1,1,1,0.0,0.9955602884292604,3,113,2,1,90,432
0,0,0,1.0,0.8529510498046875,5,143,0,0,1,30
1,0,0,0.0,0.9950193762779236,2,43,0,0,1,38
0,1,1,0.0,0.9991766214370728,2,98,0,0,0,27
1,1,0,1.0,0.983646810054779,5,659,1,1,6,162
1,0,0,1.0,0.9998243451118468,5,23,0,0,4,29
0,1,1,1.0,0.9899651408195496,5,47,0,0,0,18
1,1,1,0.0,0.993417739868164,4,28,1,1,1,159
1,1,0,1.0,0.9824236035346984,4,326,5,1,26,264
1,0,0,1.0,0.9995279908180236,5,73,1,1,4,51
0,1,1,1.0,0.9990639090538024,4,129,0,0,2,44
1,1,0,0.0,0.9991981387138368,1,894,2,1,0,1
1,0,0,1.0,0.9836844801902772,2,89,0,0,1,34
1,1,1,1.0,0.9981125593185424,5,139,1,1,25,278
0,1,1,1.0,0.9988481998443604,4,42,0,0,0,69
1,0,0,0.0,0.9993155598640442,2,83,0,0,0,16
1,0,0,1.0,0.9997979998588562,5,98,1,1,3,43
0,1,1,1.0,0.9998412728309632,5,59,0,0,0,127
0,1,1,1.0,0.9993618726730348,5,44,0,0,3,65
1,0,0,1.0,0.999842405319214,4,78,0,0,8,271
1,0,0,0.0,0.9994428753852844,3,49,1,1,0,2
1,0,0,1.0,0.9970379471778871,4,163,2,1,44,453
1,0,0,0.0,0.9988099932670592,2,70,0,0,0,68
0,1,1,1.0,0.9994131326675416,4,87,0,0,24,603
1,1,0,0.0,0.9494633674621582,5,271,3,1,158,1061
1,0,0,1.0,0.9952744245529176,5,18,0,0,0,18
1,0,0,1.0,0.9971297979354858,5,39,0,0,2,49
1,1,1,0.0,0.971473515033722,3,80,4,1,32,592
1,0,0,1.0,0.985881805419922,3,37,1,1,0,16
1,1,0,1.0,0.9844958186149596,4,634,5,1,19,675
0,1,0,1.0,0.997136414051056,5,235,4,1,14,191
1,0,0,1.0,0.5027348399162292,5,46,0,0,1,77
1,0,0,0.0,0.997756838798523,4,22,0,0,1,54
1,0,0,0.0,0.9919597506523132,3,189,0,0,0,6
1,1,1,0.0,0.9936221241950988,2,123,0,0,1,14
1,1,0,0.0,0.980259120464325,3,350,0,0,0,5
1,0,0,1.0,0.9981212615966796,5,129,1,1,2,77
1,1,0,0.0,0.9993583559989928,2,308,9,1,15,123
1,0,0,1.0,0.6926625967025757,2,81,0,0,4,67
1,0,0,1.0,0.9998742938041688,4,31,1,1,11,214
1,0,0,1.0,0.9996911883354188,5,76,0,0,3,193
1,0,0,1.0,0.8047529458999634,4,31,0,0,0,25
1,0,0,1.0,0.99698144197464,5,106,1,1,0,16
1,0,0,1.0,0.9996541142463684,5,56,1,1,10,29
1,0,0,0.0,0.998348355293274,2,142,0,0,0,50
1,0,0,1.0,0.9996455907821656,5,65,0,0,0,12
0,1,0,0.0,0.9968265891075134,3,430,4,1,41,624
0,1,1,0.0,0.9996175765991212,3,167,0,0,0,5
1,0,0,0.0,0.9997344613075256,2,51,3,1,9,131
1,0,0,1.0,0.9994670748710632,5,74,0,0,4,152
1,0,0,1.0,0.9855995774269104,4,77,1,1,52,936
1,0,0,1.0,0.9995517730712892,3,183,0,0,0,22
0,0,0,0.0,0.9958676099777222,3,279,0,0,2,56
1,0,0,1.0,0.9995460510253906,4,116,3,1,75,354
1,0,0,1.0,0.999446451663971,5,32,0,0,1,25
1,0,0,0.0,0.9997012615203856,1,66,1,1,0,21
1,1,0,1.0,0.9952789545059204,4,243,0,0,10,135
1,1,0,0.0,0.6600683927536011,4,310,18,1,151,994
1,1,1,1.0,0.999253273010254,5,256,2,1,3,21
0,0,0,1.0,0.9994969964027404,5,94,1,1,1,38
1,0,0,0.0,0.9997957944869996,1,28,1,1,0,3
1,0,0,0.0,0.9955198764801024,3,155,0,0,0,14
1,0,0,1.0,0.9747637510299684,3,200,1,1,30,353
1,0,0,0.0,0.9169746637344359,4,64,0,0,27,153
1,0,0,1.0,0.999855637550354,5,40,0,0,0,3
1,0,0,1.0,0.9997909665107728,5,181,1,1,4,52
0,0,0,1.0,0.9991914629936218,5,185,5,1,1,38
1,1,0,0.0,0.9957103729248048,1,353,0,0,0,17
1,0,0,0.0,0.9997776746749878,1,54,0,0,0,9
0,1,1,0.0,0.9966827630996704,3,110,0,0,0,39
0,1,1,0.0,0.9993343353271484,1,64,0,0,2,34
1,1,1,1.0,0.9959939122200012,5,147,0,0,0,7
1,1,1,1.0,0.9979740381240844,5,87,0,0,0,8
1,1,0,0.0,0.9986547231674194,2,247,1,1,86,1191
1,0,0,0.0,0.9907906651496888,1,265,1,1,0,3
0,1,1,1.0,0.9921309947967528,5,25,0,0,0,27
1,0,0,1.0,0.9997696280479432,5,31,0,0,1,38
1,0,0,0.0,0.9997673630714417,1,46,5,1,1,11
1,0,0,1.0,0.967698097229004,4,127,1,1,3,142
1,0,0,1.0,0.998733401298523,4,135,3,1,74,492
1,1,0,1.0,0.9568861722946168,5,281,2,1,1,35
0,1,1,1.0,0.9998865723609924,5,24,1,1,1,22
1,1,1,1.0,0.998937964439392,4,205,0,0,4,31
1,1,0,0.0,0.9988752603530884,2,331,12,1,27,306
0,1,1,1.0,0.9018491506576538,5,95,0,0,2,74
1,1,0,0.0,0.9727474451065063,4,434,0,0,0,7
0,1,0,0.0,0.998037338256836,2,543,0,0,5,178
1,0,0,1.0,0.8823411464691162,3,45,0,0,0,2
1,0,0,1.0,0.997965693473816,3,104,0,0,2,37
1,0,0,1.0,0.9964268207550048,4,60,0,0,0,21
1,1,1,1.0,0.9641534686088562,5,48,1,1,1,29
0,1,0,0.0,0.9986646771430968,1,248,0,0,0,4
0,1,1,0.0,0.9958307147026062,2,182,0,0,0,50
0,0,0,1.0,0.9987823367118835,5,221,1,1,65,560
1,0,0,0.0,0.9899418354034424,2,46,1,1,0,46
0,1,1,1.0,0.9997768998146056,5,29,0,0,1,68
1,0,0,1.0,0.9997608661651612,5,230,2,1,14,531
1,0,0,0.0,0.99922913312912,1,62,0,0,0,2
1,0,0,1.0,0.998893976211548,5,106,0,0,0,7
1,0,0,0.0,0.9683907032012941,4,103,0,0,0,7
1,0,0,1.0,0.9810264110565186,3,253,1,1,9,134
0,1,1,1.0,0.9998013973236084,5,23,0,0,0,15
1,0,0,0.0,0.9848703145980836,3,65,0,0,0,35
0,1,0,0.0,0.8226442933082581,4,375,1,1,0,7
0,0,0,1.0,0.99881511926651,5,212,4,1,28,334
1,0,0,0.0,0.9950668811798096,1,154,1,1,0,21
1,0,0,0.0,0.9997705221176147,1,30,0,0,1,36
1,0,0,0.0,0.9993250370025636,4,138,0,0,0,10
1,1,1,1.0,0.5137193202972412,4,144,1,1,0,19
0,1,1,0.0,0.996429204940796,3,78,2,1,3,79
1,0,0,1.0,0.99847149848938,4,45,0,0,1,82
1,1,0,1.0,0.752928614616394,5,394,2,1,1,22
1,0,0,1.0,0.9981555938720704,3,40,0,0,1,12
1,0,0,0.0,0.9084020256996156,3,57,0,0,0,22
1,0,0,1.0,0.9994765520095824,5,65,0,0,2,102
1,1,1,1.0,0.998750388622284,5,147,0,0,16,269
1,0,0,1.0,0.9990599751472472,3,53,1,1,1,38
1,0,0,0.0,0.8946837782859802,4,69,0,0,26,463
1,0,0,0.0,0.9936940670013428,3,193,0,0,1,38
0,1,1,1.0,0.9895330667495728,3,25,0,0,0,38
1,1,0,1.0,0.9938631653785706,5,545,0,0,78,418
0,1,1,1.0,0.9863155484199524,5,40,0,0,50,537
1,0,0,1.0,0.9997196197509766,5,69,0,0,0,7
0,1,1,0.0,0.9995405077934264,2,123,2,1,19,334
1,0,0,1.0,0.9997419118881226,5,105,0,0,2,48
1,0,0,,,5,244,3,1,13,65
0,1,1,0.0,0.9988643527030944,1,108,0,0,3,24
0,1,1,1.0,0.9997000098228456,5,84,0,0,13,378
0,1,1,1.0,0.9997564554214478,5,16,0,0,0,16
0,1,0,1.0,0.9953495860099792,5,568,1,1,3,67
0,1,1,0.0,0.9992744326591492,2,89,0,0,2,27
1,0,0,1.0,0.9992936849594116,5,76,0,0,6,12
0,0,0,0.0,0.6119654178619385,4,152,4,1,12,49
1,1,1,1.0,0.9982828497886658,5,138,0,0,1,58
1,0,0,1.0,0.9992833733558656,3,147,0,0,0,56
1,0,0,1.0,0.9998028874397278,5,16,0,0,0,7
1,0,0,0.0,0.99958598613739,1,55,1,1,1,64
1,0,0,1.0,0.999826192855835,5,17,0,0,0,24
0,1,1,1.0,0.9946851134300232,3,79,1,1,11,267
1,0,0,1.0,0.9992094635963441,4,213,7,1,29,249
1,1,0,0.0,0.9073780179023744,5,328,6,1,42,170
0,1,1,1.0,0.9990297555923462,5,119,5,1,188,1079
1,1,1,1.0,0.997519075870514,4,123,1,1,4,95
1,0,0,1.0,0.9327057003974916,4,42,0,0,0,12
1,0,0,1.0,0.9998679161071776,5,33,0,0,0,13
1,0,0,1.0,0.9996877312660216,4,90,0,0,1,20
0,1,1,1.0,0.9998764991760254,5,20,0,0,0,7
1,0,0,1.0,0.9994060397148132,5,33,0,0,0,42
1,0,0,1.0,0.999236822128296,5,46,0,0,0,3
1,0,0,1.0,0.9995023608207704,5,88,0,0,9,94
0,1,1,1.0,0.964651584625244,4,120,0,0,33,535
1,0,0,1.0,0.99984210729599,5,54,0,0,11,146
1,1,1,1.0,0.9955045580863952,5,90,0,0,1,20
0,1,1,1.0,0.997051477432251,4,91,7,1,37,191
1,0,0,0.0,0.9969806075096129,4,159,0,0,16,219
1,0,0,1.0,0.9997368454933168,4,133,1,1,0,46
1,1,0,1.0,0.9985807538032532,5,176,1,1,15,126
1,0,0,1.0,0.998193621635437,4,136,0,0,5,183
0,1,1,1.0,0.9992343187332152,5,30,0,0,0,9
0,1,1,1.0,0.6645886898040771,3,97,0,0,0,18
1,1,1,1.0,0.9992073774337769,4,51,0,0,3,34
0,1,1,1.0,0.999694526195526,5,106,0,0,0,35
1,0,0,1.0,0.9974170923233032,4,96,0,0,5,139
1,1,1,0.0,0.9995102286338806,2,249,6,1,40,332
1,0,0,0.0,0.8258062601089478,4,48,0,0,0,15
1,0,0,1.0,0.9875579476356506,3,285,1,1,0,96
1,0,0,0.0,0.9960957765579224,1,54,0,0,1,27
0,0,0,0.0,0.9924283027648926,3,254,0,0,0,14
1,0,0,0.0,0.9986830949783324,1,76,0,0,6,83
0,1,1,0.0,0.8588617444038391,5,90,0,0,0,37
1,1,1,1.0,0.9997740983963012,4,59,0,0,0,2
1,0,0,0.0,0.9972124695777892,4,137,2,1,39,748
0,1,1,1.0,0.9998396635055542,5,40,0,0,15,235
0,1,1,1.0,0.9993138909339904,5,47,0,0,1,103
1,0,0,1.0,0.9998705983161926,5,32,0,0,4,154
1,0,0,0.0,0.5568209290504456,3,114,0,0,94,283
0,1,1,1.0,0.9988605976104736,4,63,0,0,12,210
1,1,1,0.0,0.8489368557929993,4,103,0,0,0,57
1,0,0,0.0,0.9994933605194092,2,184,3,1,0,15
1,0,0,1.0,0.999747097492218,5,59,0,0,0,10
1,0,0,1.0,0.9415852427482604,1,50,0,0,12,596
0,1,1,1.0,0.999694049358368,4,95,0,0,0,31
1,0,0,0.0,0.9983346462249756,1,49,0,0,0,15
0,0,0,1.0,0.9996735453605652,5,213,2,1,2,68
1,0,0,1.0,0.9997660517692566,5,65,0,0,24,345
0,0,0,1.0,0.9998188614845276,4,130,1,1,15,164
1,1,0,1.0,0.8568835854530334,2,321,2,1,31,202
1,0,0,1.0,0.999719738960266,5,201,2,1,14,220
0,1,0,1.0,0.7508470416069031,5,569,10,1,32,264
0,1,1,0.0,0.999653160572052,1,18,0,0,0,88
1,0,0,0.0,0.9996236562728882,1,296,0,0,1,13
0,1,0,0.0,0.9932554364204408,4,303,0,0,20,245
1,0,0,1.0,0.9992161393165588,5,89,0,0,16,76
0,1,0,1.0,0.9961929321289062,5,382,1,1,9,303
1,0,0,1.0,0.9984197616577148,4,93,1,1,0,28
1,1,0,0.0,0.9232353568077089,4,487,4,1,5,137
0,1,1,1.0,0.9997089505195618,5,38,0,0,1,5
1,0,0,1.0,0.9995171427726746,5,69,0,0,3,124
1,0,0,1.0,0.9996525645256042,5,39,1,1,4,38
1,0,0,1.0,0.8122853636741638,3,49,0,0,0,27
0,0,0,1.0,0.9592493772506714,3,202,11,1,182,500
1,0,0,1.0,0.9974290132522584,5,20,0,0,2,61
0,1,1,1.0,0.9982101917266846,4,41,0,0,0,11
1,0,0,0.0,0.9983530640602112,3,21,0,0,0,4
1,1,1,1.0,0.999771535396576,5,101,1,1,2,40
1,1,1,0.0,0.9480154514312744,5,172,0,0,0,31
1,0,0,1.0,0.999847412109375,5,63,0,0,4,23
1,0,0,0.0,0.9890189170837402,1,210,4,1,0,1
1,1,0,0.0,0.9993904829025269,1,822,2,1,3,51
1,0,0,1.0,0.9998189806938172,4,73,0,0,1,32
0,1,0,1.0,0.9992628693580629,5,521,1,1,3,23
1,0,0,1.0,0.9998299479484558,5,15,0,0,26,326
1,0,0,1.0,0.997084140777588,5,246,0,0,3,33
0,1,0,1.0,0.9574394822120668,5,347,5,1,46,1141
1,0,0,1.0,0.9992793202400208,4,30,0,0,1,145
1,1,0,0.0,0.9944974780082704,3,274,1,1,6,66
0,1,0,1.0,0.9926252365112304,5,336,2,1,37,258
0,1,1,1.0,0.9998788833618164,5,18,0,0,0,5
1,0,0,1.0,0.9948294162750244,5,178,2,1,13,113
1,1,1,0.0,0.9985488653182985,3,220,6,1,171,1465
0,1,1,1.0,0.9875379800796508,5,47,0,0,4,109
0,1,1,0.0,0.9993415474891664,1,41,1,1,0,4
0,1,1,0.0,0.9966903328895568,2,62,0,0,0,17
0,1,1,1.0,0.9988428354263306,4,59,0,0,0,7
1,1,1,1.0,0.999703586101532,5,126,0,0,0,30
1,0,0,1.0,0.9986622333526612,5,42,0,0,0,21
1,1,0,0.0,0.9765226244926452,3,610,1,1,0,18
1,0,0,1.0,0.9998093247413636,4,51,0,0,0,12
1,0,0,0.0,0.9997132420539856,3,32,0,0,1,68
1,1,1,1.0,0.999467432498932,5,146,0,0,5,199
1,1,1,0.0,0.9995691180229188,1,166,2,1,28,549
1,0,0,1.0,0.9975956678390504,3,79,0,0,0,10
1,0,0,0.0,0.9545140266418456,3,94,0,0,48,743
1,0,0,1.0,0.9932718873023988,5,80,0,0,14,155
1,0,0,1.0,0.9992023706436156,5,67,0,0,0,2
1,0,0,1.0,0.9997529387474059,5,48,0,0,7,77
1,0,0,1.0,0.9998395442962646,5,27,0,0,0,2
1,0,0,1.0,0.9997587800025941,5,77,0,0,1,45
1,0,0,1.0,0.9994857907295228,5,207,1,1,5,172
1,1,0,1.0,0.9944401383399964,5,626,1,1,24,641
1,0,0,1.0,0.9953939914703368,4,175,0,0,18,113
1,0,0,0.0,0.9847792387008668,4,74,0,0,0,5
0,1,1,1.0,0.9998730421066284,5,32,0,0,0,42
1,0,0,1.0,0.9532634615898132,4,75,1,1,4,244
1,0,0,1.0,0.9839067459106444,5,164,0,0,4,86
0,1,1,0.0,0.9968017935752868,4,84,0,0,0,4
1,0,0,1.0,0.9995523691177368,5,145,2,1,19,117
1,0,0,0.0,0.9893564581871032,5,68,1,1,14,278
1,1,1,0.0,0.9997987747192384,1,163,1,1,0,19
0,1,1,0.0,0.9996591210365297,1,173,1,1,0,1
1,0,0,0.0,0.9954745769500732,3,89,1,1,12,187
1,1,1,1.0,0.9994187355041504,5,61,0,0,0,23
1,0,0,1.0,0.9997754693031312,5,78,0,0,6,223
1,1,1,1.0,0.9954696297645568,4,153,18,1,111,488
0,1,0,0.0,0.9995128512382508,1,500,2,1,0,9
1,0,0,1.0,0.99899160861969,4,74,0,0,0,10
0,1,1,1.0,0.9961939454078674,5,50,0,0,1,43
1,1,1,1.0,0.9983143210411072,3,30,0,0,0,5
1,1,0,,,4,582,6,1,246,876
1,0,0,0.0,0.9074537754058838,4,122,2,1,10,330
1,0,0,1.0,0.9997638463974,4,69,2,1,33,380
1,1,0,0.0,0.9994765520095824,2,865,3,1,35,204
0,1,1,0.0,0.9984917640686036,1,28,1,1,0,1
1,0,0,0.0,0.9995092749595642,2,47,0,0,0,6
1,0,0,0.0,0.9715532064437866,3,183,1,1,8,88
1,0,0,0.0,0.9988599419593812,2,118,0,0,4,57
1,1,0,1.0,0.7134220600128174,1,423,0,0,0,1
1,0,0,0.0,0.8554158806800842,3,82,0,0,3,54
0,1,1,0.0,0.9922999739646912,2,45,0,0,0,4
1,0,0,1.0,0.997242033481598,4,179,0,0,0,15
0,0,0,1.0,0.9947288036346436,5,211,0,0,27,361
0,1,1,0.0,0.9944064617156982,5,37,0,0,0,22
0,0,0,0.0,0.9992444515228271,1,142,8,1,57,442
1,0,0,1.0,0.9998592734336852,5,45,1,1,1,17
0,1,1,1.0,0.9997589588165284,5,101,0,0,0,89
1,0,0,0.0,0.987328827381134,3,187,0,0,1,52
0,1,0,0.0,0.9996664524078368,3,452,0,0,3,103
1,0,0,1.0,0.9998422861099244,5,28,0,0,0,40
1,0,0,1.0,0.9970936775207521,4,49,0,0,0,11
0,0,0,1.0,0.9992408752441406,5,229,1,1,12,232
1,1,1,1.0,0.9998464584350586,4,31,0,0,0,18
0,0,0,1.0,0.9995285868644714,4,150,0,0,0,36
1,0,0,1.0,0.9998024702072144,5,48,0,0,0,29
1,0,0,1.0,0.9998283386230468,5,24,0,0,0,39
0,0,0,0.0,0.9978572726249696,2,286,0,0,0,33
1,1,0,1.0,0.9252749085426332,4,304,1,1,12,155
1,0,0,1.0,0.99981027841568,5,52,0,0,2,18
1,0,0,1.0,0.9920411109924316,5,252,0,0,19,444
1,1,0,1.0,0.999469518661499,4,389,6,1,26,174
0,1,1,1.0,0.9389002323150636,4,68,0,0,0,96
1,0,0,1.0,0.9995155334472656,4,82,0,0,10,281
1,0,0,0.0,0.998876690864563,1,38,0,0,0,1
0,1,1,0.0,0.99870103597641,1,61,0,0,0,1
1,1,0,0.0,0.8345913887023926,3,378,0,0,0,26
0,1,1,1.0,0.9965823888778688,5,125,1,1,2,35
1,0,0,1.0,0.9866797924041748,3,82,0,0,0,39
1,0,0,1.0,0.9998847246170044,5,19,0,0,0,19
1,0,0,1.0,0.9998342990875244,4,11,0,0,2,31
0,1,1,0.0,0.9990016222000122,3,88,0,0,60,276
1,1,1,1.0,0.9873166084289552,4,210,0,0,4,22
0,0,0,1.0,0.996347427368164,5,146,2,1,14,349
0,1,1,1.0,0.9993780851364136,5,86,0,0,1,99
0,1,0,1.0,0.5269832611083984,3,937,2,1,0,15
1,1,1,1.0,0.9997397661209106,5,112,0,0,1,62
1,0,0,0.0,0.9077009558677672,1,67,0,0,0,4
1,1,0,1.0,0.7538070678710938,3,366,4,1,100,876
1,0,0,1.0,0.9966695308685304,5,221,2,1,2,62
1,0,0,0.0,0.9852590560913086,1,37,0,0,0,21
0,1,1,1.0,0.9985740184783936,4,121,0,0,13,526
0,1,0,1.0,0.9990311264991759,3,568,0,0,4,178
1,1,1,0.0,0.996781289577484,1,236,0,0,1,16
1,1,0,1.0,0.9970402717590332,5,370,0,0,7,128
1,0,0,0.0,0.9864967465400696,4,28,1,1,0,30
1,0,0,1.0,0.9998406767845154,4,22,0,0,0,30
0,1,0,1.0,0.8980739116668701,5,427,4,1,7,138
0,1,1,1.0,0.997231662273407,5,134,2,1,1,25
1,0,0,1.0,0.9741148948669434,4,83,1,1,2,15
1,0,0,1.0,0.99846088886261,3,27,1,1,26,210
1,0,0,1.0,0.999784767627716,4,55,0,0,0,23
1,0,0,1.0,0.9996427893638612,4,31,2,1,4,94
1,0,0,0.0,0.8577454686164856,5,151,2,1,0,27
1,0,0,0.0,0.9994750618934632,2,40,1,1,4,153
0,1,1,0.0,0.9994059205055236,5,72,0,0,0,13
1,1,0,0.0,0.5342000126838684,5,891,4,1,4,108
1,0,0,1.0,0.9997217059135436,5,55,0,0,5,242
1,1,1,0.0,0.9996080994606018,2,82,0,0,0,84
1,0,0,1.0,0.9962654113769532,4,79,0,0,1,27
1,0,0,1.0,0.9993077516555786,4,76,0,0,13,220
1,0,0,1.0,0.9994814991950988,5,131,1,1,27,166
1,0,0,0.0,0.8379292488098145,4,83,0,0,0,10
1,0,0,0.0,0.9993951320648192,1,250,6,1,5,93
0,1,0,0.0,0.9987285137176514,3,325,5,1,59,190
0,1,1,1.0,0.9990142583847046,5,118,0,0,1,55
0,1,0,1.0,0.98809152841568,4,347,3,1,23,385
0,1,1,1.0,0.9994084239006042,4,83,0,0,3,93
1,0,0,1.0,0.9985880255699158,4,95,0,0,0,29
1,0,0,1.0,0.9966896772384644,3,25,1,1,15,266
0,1,0,1.0,0.9793601632118224,5,347,8,1,104,694
1,0,0,1.0,0.9990114569664,4,69,0,0,0,4
1,0,0,0.0,0.9928929805755616,4,73,0,0,22,438
1,0,0,1.0,0.9998149871826172,5,57,0,0,2,57
1,0,0,1.0,0.747841477394104,2,233,0,0,0,36
1,1,0,0.0,0.9994363188743592,1,447,1,1,1,18
1,1,1,1.0,0.9992523193359376,4,144,2,1,16,135
1,0,0,0.0,0.9922512173652648,3,94,0,0,2,35
1,0,0,1.0,0.9998403191566468,5,71,0,0,0,10
0,1,1,0.0,0.9810273051261902,5,50,0,0,2,39
0,0,0,0.0,0.9972671270370485,4,228,0,0,6,52
1,0,0,0.0,0.999811351299286,1,29,0,0,0,18
1,0,0,0.0,0.997553527355194,2,29,0,0,1,18
0,1,1,1.0,0.9985238909721376,5,126,0,0,2,66
0,1,1,1.0,0.9998839497566224,4,21,0,0,0,3
1,0,0,1.0,0.9585909247398376,4,149,0,0,11,292
1,1,1,1.0,0.999110221862793,5,119,2,1,5,50
1,1,0,0.0,0.9985975623130798,2,506,1,1,4,74
1,1,1,0.0,0.9822779893875122,3,180,0,0,2,45
0,1,1,1.0,0.5338013172149658,3,30,0,0,1,54
0,1,1,1.0,0.7405660152435303,4,71,2,1,3,102
1,0,0,1.0,0.9998192191123962,5,119,0,0,9,102
0,1,1,1.0,0.999298930168152,4,57,0,0,0,44
1,0,0,1.0,0.9998896718025208,5,12,0,0,0,43
0,1,1,0.0,0.6544431447982788,1,53,0,0,0,1
0,1,1,0.0,0.983626663684845,2,105,2,1,0,21
1,0,0,1.0,0.999800980091095,4,140,1,1,3,108
0,1,1,0.0,0.9949287176132202,4,152,0,0,0,21
1,1,1,1.0,0.9986177682876588,4,169,3,1,16,207
0,1,1,0.0,0.8407532572746277,4,93,1,1,10,262
1,0,0,1.0,0.9975349307060242,5,249,3,1,0,16
0,1,1,0.0,0.9992881417274476,1,130,1,1,0,31
0,1,0,0.0,0.995469331741333,2,290,0,0,0,7
1,0,0,1.0,0.9279024600982666,5,243,1,1,9,104
1,1,1,1.0,0.9089438915252686,3,121,0,0,1,61
1,0,0,1.0,0.9979112148284912,5,19,0,0,0,1
1,0,0,0.0,0.8349952697753906,4,54,0,0,2,66
0,0,0,1.0,0.9989055395126344,5,287,0,0,3,214
1,1,1,1.0,0.9964565634727478,3,87,0,0,0,132
1,0,0,1.0,0.6524344682693481,4,185,5,1,68,412
1,0,0,1.0,0.9951744675636292,4,106,0,0,3,52
1,0,0,0.0,0.8524141311645508,3,26,0,0,0,11
1,1,1,1.0,0.9963025450706482,4,83,0,0,0,37
1,1,1,1.0,0.999635934829712,5,103,0,0,0,11
0,1,1,1.0,0.9997978806495668,5,62,0,0,0,33
1,0,0,1.0,0.9156304001808168,3,136,0,0,0,11
0,0,0,1.0,0.9977294802665709,4,175,4,1,43,321
0,0,0,0.0,0.9637139439582824,4,173,1,1,9,187
